goal_x,goal_y,goal_z,goal_roll,goal_pitch,goal_yaw,feedback_x,feedback_y,feedback_z,feedback_roll,feedback_pitch,feedback_yaw
-0.0099,-0.2677,0.2539,2.699,1.103,2.806,0.0023,-0.267,0.255,2.697,1.099,2.823
0.2003,0.1213,0.3384,-3.089,1.279,-2.766,0.2011,0.1219,0.3383,-3.112,1.299,-2.783
-0.0099,-0.2677,0.2539,2.699,1.103,2.806,-0.0071,-0.2668,0.2542,2.675,1.098,2.782
0.2003,0.1213,0.3384,-3.089,1.279,-2.766,0.2012,0.1219,0.3383,-3.105,1.302,-2.78
0.2003,0.1213,0.3384,-3.089,1.279,-2.766,0.2007,0.1216,0.3384,-3.101,1.29,-2.772
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1373,0.0946,0.2001,2.926,1.065,-2.732
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1373,0.0946,0.2001,2.926,1.065,-2.732
-0.0099,-0.2677,0.2539,2.699,1.103,2.806,-0.0076,-0.2669,0.254,2.682,1.096,2.792
0.15,-0.2436,0.2796,3.13,1.4,3.141,0.1518,-0.2426,0.2796,3.131,1.405,3.134
0.1586,-0.2634,0.1819,2.559,1.145,2.688,0.1579,-0.2621,0.1881,2.564,1.145,2.676
0.15,-0.2436,0.2796,3.13,1.4,3.141,0.1503,-0.2449,0.2775,-3.123,1.39,-3.104
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2333,-0.0758,0.1674,2.318,1.415,2.45
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1383,0.0947,0.1998,2.916,1.083,-2.744
-0.0099,-0.2677,0.2539,2.699,1.103,2.806,-0.0091,-0.2676,0.2535,2.703,1.103,2.809
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2534,-0.1032,0.2881,0.117,1.428,-0.014
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2754,-0.1135,0.1715,-1.143,1.391,-1.112
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2533,-0.1037,0.284,0.039,1.44,-0.09
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2335,-0.0629,0.164,2.333,1.408,2.484
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1396,0.094,0.1995,2.914,1.086,-2.752
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4343,-0.1221,0.2217,-0.083,1.035,-0.062
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2506,-0.1008,0.2887,0.252,1.452,0.119
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2754,-0.1135,0.1715,-1.138,1.392,-1.109
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2514,-0.1026,0.2891,0.071,1.429,-0.062
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2337,-0.063,0.1646,2.338,1.41,2.487
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1416,0.0919,0.1988,2.909,1.083,-2.768
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2517,-0.0872,0.2847,0.501,1.485,0.413
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2746,-0.1133,0.1726,-1.194,1.399,-1.168
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.252,-0.1031,0.2854,0.076,1.448,-0.054
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2331,-0.0627,0.164,2.341,1.399,2.488
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2528,-0.101,0.2798,0.159,1.436,0.043
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2756,-0.1135,0.1709,-1.107,1.387,-1.078
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2518,-0.1027,0.2893,0.068,1.42,-0.066
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2338,-0.0627,0.1638,2.322,1.417,2.474
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1447,0.0901,0.1977,2.901,1.096,-2.79
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2518,-0.0927,0.2868,0.29,1.467,0.189
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2752,-0.1134,0.1707,-1.146,1.393,-1.117
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2514,-0.1027,0.2884,0.064,1.431,-0.068
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2343,-0.0631,0.1655,2.321,1.414,2.469
0.1373,0.0946,0.2001,2.926,1.065,-2.732,0.1431,0.0909,0.1982,2.899,1.085,-2.788
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4339,-0.1199,0.222,-0.084,1.039,-0.058
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2516,-0.1016,0.2888,0.099,1.429,-0.028
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2751,-0.1134,0.1727,-1.138,1.394,-1.113
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2534,-0.1039,0.2837,0.017,1.435,-0.114
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2329,-0.0623,0.1628,2.336,1.4,2.489
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.146,0.0619,0.1545,2.649,1.323,-2.665
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4332,-0.1197,0.2213,-0.095,1.042,-0.057
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2521,-0.1006,0.2878,0.057,1.423,-0.061
0.2759,-0.1136,0.1701,-1.094,1.383,-1.063,0.2757,-0.1134,0.1754,-1.06,1.383,-1.033
0.2509,-0.1022,0.2889,0.141,1.438,0.009,0.2534,-0.1037,0.285,0.024,1.428,-0.108
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2339,-0.0627,0.1634,2.307,1.418,2.457
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1443,0.0638,0.1543,2.657,1.332,-2.639
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4321,-0.1167,0.2207,-0.102,1.043,-0.058
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2767,-0.1172,0.2023,-0.324,1.502,-0.367
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2772,-0.1159,0.1702,-0.869,1.431,-0.842
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.277,-0.117,0.2012,-0.375,1.499,-0.414
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2363,-0.0641,0.1652,2.325,1.414,2.474
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1432,0.0646,0.1546,2.656,1.325,-2.632
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4338,-0.1206,0.2207,-0.098,1.037,-0.062
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0689,0.1544,2.667,1.339,-2.572
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1388,0.069,0.1544,2.676,1.337,-2.562
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0688,0.1544,2.676,1.337,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0688,0.1544,2.676,1.337,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0688,0.1544,2.676,1.337,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0688,0.1544,2.676,1.337,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1389,0.0688,0.1542,2.676,1.336,-2.564
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.117,0.2047,-0.248,1.497,-0.291
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2772,-0.1164,0.1714,-0.855,1.43,-0.829
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.1172,0.2028,-0.328,1.498,-0.369
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2339,-0.0627,0.1633,2.331,1.413,2.484
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1461,0.0623,0.1545,2.651,1.327,-2.662
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1387,0.0681,0.1542,2.664,1.325,-2.586
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1386,0.0688,0.1544,2.669,1.331,-2.575
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4331,-0.1204,0.2208,-0.098,1.038,-0.062
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.284,-0.1187,0.2057,-0.165,1.481,-0.207
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2773,-0.1161,0.17,-0.873,1.423,-0.841
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2773,-0.1171,0.2025,-0.39,1.492,-0.427
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2351,-0.0634,0.164,2.321,1.417,2.471
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.139,0.0689,0.1544,2.676,1.34,-2.567
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2772,-0.1113,0.2038,-0.265,1.502,-0.283
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2772,-0.1159,0.1688,-0.863,1.426,-0.833
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2769,-0.1174,0.2031,-0.341,1.498,-0.385
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2333,-0.0625,0.1628,2.329,1.41,2.484
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1419,0.0655,0.1544,2.66,1.33,-2.618
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1385,0.0687,0.1544,2.669,1.33,-2.575
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1385,0.0687,0.1544,2.667,1.33,-2.575
0.4355,-0.124,0.2217,-0.099,1.012,-0.076,0.4334,-0.1206,0.2209,-0.101,1.035,-0.063
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2772,-0.117,0.2048,-0.2,1.491,-0.244
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2775,-0.1165,0.1737,-0.842,1.426,-0.818
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.277,-0.1173,0.2048,-0.314,1.492,-0.357
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2376,-0.0646,0.166,2.309,1.428,2.455
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1411,0.0694,0.1553,2.673,1.327,-2.574
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2765,-0.1047,0.2028,-0.227,1.512,-0.225
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.277,-0.1162,0.1717,-0.84,1.434,-0.817
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2769,-0.117,0.2016,-0.391,1.499,-0.43
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2353,-0.0635,0.1645,2.331,1.413,2.48
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1387,0.0678,0.1542,2.665,1.324,-2.588
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1383,0.0687,0.1545,2.664,1.325,-2.581
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1383,0.0686,0.1545,2.664,1.325,-2.577
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1383,0.0686,0.1545,2.664,1.325,-2.577
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.4137,-0.1155,0.2213,-0.651,1.305,-0.588
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2798,-0.118,0.2048,-0.292,1.516,-0.334
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2776,-0.116,0.1714,-0.845,1.426,-0.817
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2767,-0.1171,0.2047,-0.276,1.499,-0.321
0.2338,-0.0625,0.1628,2.293,1.417,2.444,0.2391,-0.0662,0.1672,2.292,1.433,2.433
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1447,0.0634,0.1545,2.656,1.332,-2.642
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1385,0.0688,0.1544,2.661,1.33,-2.58
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1385,0.0688,0.1544,2.662,1.33,-2.58
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1385,0.0688,0.1544,2.664,1.33,-2.58
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.14,0.0682,0.1542,2.676,1.35,-2.581
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2769,-0.1161,0.2047,-0.244,1.504,-0.278
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2771,-0.1159,0.1706,-0.875,1.432,-0.848
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.1173,0.2031,-0.344,1.501,-0.384
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2089,-0.0201,0.162,-3.111,1.459,-3.107
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1406,0.0677,0.1544,2.677,1.351,-2.58
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0692,0.1544,2.672,1.35,-2.569
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0692,0.1544,2.676,1.35,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0691,0.1544,2.675,1.348,-2.564
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.415,-0.1179,0.2216,-0.648,1.302,-0.59
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2776,-0.1168,0.2044,-0.184,1.523,-0.226
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2772,-0.1159,0.1691,-0.866,1.429,-0.839
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2765,-0.117,0.2039,-0.292,1.502,-0.334
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2064,-0.0187,0.1607,-3.1,1.452,-3.092
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1396,0.0691,0.1544,2.671,1.351,-2.574
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1395,0.0692,0.1544,2.674,1.351,-2.568
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1395,0.0692,0.1544,2.673,1.351,-2.568
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0691,0.1544,2.679,1.348,-2.56
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.4146,-0.1177,0.2218,-0.635,1.301,-0.579
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2801,-0.1179,0.2052,-0.201,1.525,-0.243
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2773,-0.116,0.1713,-0.864,1.431,-0.839
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2771,-0.117,0.2019,-0.374,1.498,-0.414
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2117,-0.0217,0.1634,-3.094,1.468,-3.091
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1406,0.0676,0.1544,2.681,1.351,-2.575
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0692,0.1544,2.677,1.35,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0692,0.1544,2.677,1.35,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0692,0.1544,2.679,1.35,-2.564
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.4142,-0.1176,0.2213,-0.644,1.304,-0.587
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2789,-0.1175,0.2047,-0.238,1.521,-0.282
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2772,-0.116,0.1691,-0.873,1.428,-0.845
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.1172,0.2035,-0.313,1.499,-0.352
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2058,-0.0183,0.1605,-3.116,1.452,-3.107
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1415,0.067,0.1544,2.69,1.356,-2.58
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1396,0.0692,0.1544,2.68,1.353,-2.563
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1395,0.0692,0.1542,2.679,1.35,-2.564
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1395,0.0692,0.1544,2.679,1.351,-2.563
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.4145,-0.1178,0.2215,-0.644,1.3,-0.587
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2781,-0.1171,0.2046,-0.211,1.522,-0.254
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.2774,-0.116,0.1691,-0.856,1.424,-0.829
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.1173,0.2031,-0.343,1.499,-0.384
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2066,-0.0187,0.1607,-3.095,1.456,-3.087
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1427,0.0654,0.1544,2.7,1.356,-2.587
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1396,0.0692,0.1544,2.684,1.354,-2.557
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1396,0.0692,0.1544,2.683,1.354,-2.557
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1396,0.0692,0.1544,2.681,1.353,-2.558
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2768,-0.1168,0.2047,-0.192,1.5,-0.238
0.2777,-0.1162,0.1693,-0.85,1.416,-0.819,0.277,-0.1162,0.1789,-0.787,1.413,-0.769
0.2762,-0.1166,0.2046,-0.158,1.512,-0.203,0.2765,-0.1168,0.2051,-0.204,1.502,-0.251
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2029,-0.0168,0.159,-3.111,1.447,-3.106
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1404,0.0685,0.1546,2.694,1.355,-2.552
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1397,0.0691,0.1544,2.7,1.354,-2.537
0.4146,-0.1185,0.2212,-0.649,1.311,-0.599,0.4208,-0.0934,0.2214,-0.621,1.312,-0.514
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2879,-0.1199,0.2507,-0.158,1.418,-0.15
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2825,-0.1255,0.182,-0.488,1.301,-0.481
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2879,-0.1199,0.251,-0.162,1.42,-0.155
0.2018,-0.0165,0.1581,-3.075,1.453,-3.067,0.2125,-0.0202,0.1658,-3.071,1.48,-3.064
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1414,0.0671,0.1544,2.703,1.354,-2.559
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1397,0.0691,0.1544,2.695,1.354,-2.542
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4273,-0.1267,0.2412,-0.179,0.959,-0.164
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2843,-0.1154,0.2482,-0.124,1.441,-0.115
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2825,-0.1255,0.1815,-0.493,1.302,-0.484
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2878,-0.1204,0.2502,-0.173,1.421,-0.165
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2293,-0.0381,0.1964,-2.776,1.522,-2.763
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1439,0.064,0.1558,2.7,1.332,-2.596
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1391,0.0686,0.1544,2.706,1.338,-2.53
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4269,-0.1267,0.2415,-0.188,0.955,-0.171
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2883,-0.1198,0.2543,-0.142,1.407,-0.136
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2828,-0.1251,0.1846,-0.477,1.303,-0.472
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2881,-0.1199,0.2543,-0.172,1.41,-0.163
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2252,-0.0357,0.1929,-2.755,1.522,-2.741
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1426,0.0656,0.1553,2.693,1.34,-2.586
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1394,0.0687,0.1544,2.715,1.344,-2.523
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4264,-0.1245,0.241,-0.187,0.958,-0.167
0.1389,0.0689,0.1544,2.672,1.337,-2.568,0.1392,0.069,0.1544,2.671,1.343,-2.566
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2855,-0.1153,0.2569,-0.016,1.44,-0.006
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2825,-0.1255,0.182,-0.49,1.299,-0.483
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2881,-0.1201,0.2519,-0.199,1.415,-0.188
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2318,-0.0396,0.1983,-2.73,1.527,-2.718
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.145,0.0504,0.2914,2.231,1.313,2.578
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1449,0.0508,0.2912,2.242,1.308,2.584
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4264,-0.1256,0.2445,-0.163,0.96,-0.16
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2857,-0.118,0.2546,-0.01,1.452,-0.004
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2827,-0.1251,0.1872,-0.499,1.326,-0.491
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2871,-0.1195,0.2539,-0.138,1.432,-0.129
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2281,-0.0373,0.1958,-2.847,1.512,-2.834
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1451,0.05,0.2902,2.306,1.295,2.651
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1444,0.0504,0.2912,2.282,1.299,2.623
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2899,-0.1199,0.254,-0.134,1.4,-0.131
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2828,-0.1256,0.1815,-0.492,1.29,-0.482
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2887,-0.1205,0.2494,-0.223,1.403,-0.214
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.233,-0.0398,0.1987,-2.282,1.542,-2.269
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1463,0.05,0.2905,2.236,1.314,2.577
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1479,0.0519,0.2889,2.246,1.314,2.582
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4265,-0.125,0.2458,-0.169,0.945,-0.161
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2852,-0.1158,0.2558,-0.005,1.452,0.003
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2822,-0.1255,0.1846,-0.507,1.316,-0.494
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2873,-0.1197,0.2524,-0.149,1.432,-0.139
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.231,-0.0392,0.1977,-2.725,1.524,-2.711
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1453,0.0499,0.2904,2.286,1.302,2.633
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2847,-0.1133,0.2578,0.035,1.449,0.045
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2821,-0.1253,0.1818,-0.496,1.31,-0.487
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2872,-0.1197,0.2516,-0.156,1.434,-0.146
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2256,-0.0362,0.1938,-2.909,1.504,-2.892
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1476,0.0492,0.2886,2.298,1.301,2.637
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1437,0.0504,0.2917,2.273,1.296,2.619
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4271,-0.1265,0.2419,-0.163,0.968,-0.159
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2854,-0.1173,0.2551,-0.001,1.452,0.008
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.283,-0.1252,0.188,-0.488,1.323,-0.48
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2874,-0.1197,0.2535,-0.154,1.43,-0.144
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2281,-0.038,0.1958,-2.856,1.514,-2.844
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1454,0.0501,0.2905,2.278,1.301,2.62
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1462,0.0513,0.2899,2.285,1.303,2.622
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4256,-0.1246,0.2461,-0.16,0.963,-0.155
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1438,0.0504,0.2917,2.269,1.297,2.615
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2845,-0.1122,0.2585,0.015,1.443,0.027
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2824,-0.1255,0.182,-0.495,1.302,-0.487
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2879,-0.1202,0.2499,-0.211,1.419,-0.201
